Date,Close/Last,Volume,Open,High,Low,newclose,newhigh,newopen
12/13/2016,$28.7975,173173400,$28.46,$28.98,$28.4375,28.7975, 28.98, 28.46
12/12/2016,$28.325,104706760,$28.3225,$28.75,$28.1225,28.325, 28.75, 28.3225
12/9/2016,$28.4875,137297400,$28.0775,$28.675,$28.0775,28.4875, 28.675, 28.0775
12/8/2016,$28.03,108199320,$27.715,$28.1075,$27.65,28.03, 28.1075, 27.715
12/7/2016,$27.7575,119904120,$27.315,$27.7975,$27.29,27.7575, 27.7975, 27.315
12/6/2016,$27.4875,104642240,$27.375,$27.59,$27.2975,27.4875, 27.59, 27.375
12/5/2016,$27.2775,136455520,$27.5,$27.5075,$27.0625,27.2775, 27.5075, 27.5
12/2/2016,$27.475,105925280,$27.2925,$27.5225,$27.2125,27.475, 27.5225, 27.2925
12/1/2016,$27.3725,148138080,$27.5912,$27.735,$27.2575,27.3725, 27.735, 27.5912
11/30/2016,$27.63,144605800,$27.9,$28.05,$27.5675,27.63, 28.05, 27.9
11/29/2016,$27.865,114031120,$27.695,$28.0075,$27.5175,27.865, 28.0075, 27.695
11/28/2016,$27.8925,108217280,$27.8575,$28.1163,$27.8475,27.8925, 28.1163, 27.8575
11/25/2016,$27.9475,45903680,$27.7825,$27.9675,$27.7375,27.9475, 27.9675, 27.7825
11/23/2016,$27.8075,109682200,$27.84,$27.8775,$27.5825,27.8075, 27.8775, 27.84
11/22/2016,$27.95,103726840,$27.9875,$28.105,$27.85,27.95, 28.105, 27.9875
11/21/2016,$27.9325,116656760,$27.53,$27.9975,$27.5025,27.9325, 27.9975, 27.53
11/18/2016,$27.515,113243360,$27.43,$27.635,$27.415,27.515, 27.635, 27.43
11/17/2016,$27.4875,110492600,$27.4525,$27.5875,$27.2075,27.4875, 27.5875, 27.4525
11/16/2016,$27.4975,234896320,$26.675,$27.5575,$26.65,27.4975, 27.5575, 26.675
11/15/2016,$26.7775,128922360,$26.6425,$26.92,$26.5398,26.7775, 26.92, 26.6425
11/14/2016,$26.4275,203605520,$26.9275,$26.9522,$26.02,26.4275, 26.9522, 26.9275
11/11/2016,$27.1075,136468120,$26.78,$27.2175,$26.6375,27.1075, 27.2175, 26.78
11/10/2016,$26.9475,228390960,$27.7725,$27.7725,$26.4575,26.9475, 27.7725, 27.7725
11/9/2016,$27.72,236474960,$27.47,$27.83,$27.0125,27.72, 27.83, 27.47
11/8/2016,$27.765,96518520,$27.5775,$27.93,$27.425,27.765, 27.93, 27.5775
11/7/2016,$27.6025,129447720,$27.52,$27.6275,$27.365,27.6025, 27.6275, 27.52
11/4/2016,$27.21,123163720,$27.1325,$27.5625,$27.0275,27.21, 27.5625, 27.1325
11/3/2016,$27.4575,106154800,$27.745,$27.865,$27.3875,27.4575, 27.865, 27.745
11/2/2016,$27.8975,112699920,$27.85,$28.0875,$27.8075,27.8975, 28.0875, 27.85
11/1/2016,$27.8725,173615040,$28.365,$28.4425,$27.6325,27.8725, 28.4425, 28.365
10/31/2016,$28.385,105515640,$28.4125,$28.5575,$28.3,28.385, 28.5575, 28.4125
10/28/2016,$28.43,147168400,$28.4675,$28.8025,$28.3625,28.43, 28.8025, 28.4675
10/27/2016,$28.62,125584520,$28.8475,$28.965,$28.525,28.62, 28.965, 28.8475
10/26/2016,$28.8975,264114560,$28.5775,$28.925,$28.3275,28.8975, 28.925, 28.5775
10/25/2016,$29.5625,187282400,$29.4875,$29.59,$29.3275,29.5625, 29.59, 29.4875
10/24/2016,$29.4125,93970600,$29.275,$29.435,$29.25,29.4125, 29.435, 29.275
10/21/2016,$29.15,90110760,$29.2025,$29.2275,$29.07,29.15, 29.2275, 29.2025
10/20/2016,$29.265,96400600,$29.215,$29.345,$29.0825,29.265, 29.345, 29.215
10/19/2016,$29.28,79908640,$29.3125,$29.44,$28.45,29.28, 29.44, 29.3125
10/18/2016,$29.3675,97232840,$29.545,$29.5525,$29.3625,29.3675, 29.5525, 29.545
10/17/2016,$29.3875,94335240,$29.3325,$29.46,$29.195,29.3875, 29.46, 29.3325
10/14/2016,$29.4075,142504080,$29.47,$29.5425,$29.2825,29.4075, 29.5425, 29.47
10/13/2016,$29.245,140167280,$29.1975,$29.36,$28.93,29.245, 29.36, 29.1975
10/12/2016,$29.335,150051720,$29.3375,$29.495,$29.1875,29.335, 29.495, 29.3375
10/11/2016,$29.075,255852040,$29.425,$29.6725,$29.05,29.075, 29.6725, 29.425
10/10/2016,$29.0125,144351640,$28.755,$29.1875,$28.68,29.0125, 29.1875, 28.755
10/7/2016,$28.515,97345760,$28.5775,$28.64,$28.3775,28.515, 28.64, 28.5775
10/6/2016,$28.4725,114034840,$28.425,$28.585,$28.2825,28.4725, 28.585, 28.425
10/5/2016,$28.2625,85601640,$28.35,$28.415,$28.1725,28.2625, 28.415, 28.35
10/4/2016,$28.25,118829080,$28.265,$28.5775,$28.1575,28.25, 28.5775, 28.265
10/3/2016,$28.13,86538080,$28.1775,$28.2625,$28.07,28.13, 28.2625, 28.1775
09/30/2016,$28.2625,145362680,$28.115,$28.3425,$27.95,28.2625, 28.3425, 28.115
09/29/2016,$28.045,143400040,$28.29,$28.45,$27.95,28.045, 28.45, 28.29
09/28/2016,$28.4875,118433560,$28.4225,$28.66,$28.3575,28.4875, 28.66, 28.4225
09/27/2016,$28.2725,98349960,$28.25,$28.295,$28.085,28.2725, 28.295, 28.25
09/26/2016,$28.22,119200960,$27.91,$28.3475,$27.8875,28.22, 28.3475, 27.91
09/23/2016,$28.1775,209644280,$28.605,$28.6975,$27.8875,28.1775, 28.6975, 28.605
09/22/2016,$28.655,124192680,$28.5875,$28.735,$28.5,28.655, 28.735, 28.5875
09/21/2016,$28.3875,143807600,$28.4625,$28.4973,$28.1103,28.3875, 28.4973, 28.4625
09/20/2016,$28.3925,137976600,$28.2625,$28.53,$28.1275,28.3925, 28.53, 28.2625
09/19/2016,$28.395,187748760,$28.7975,$29.045,$28.3125,28.395, 29.045, 28.7975
09/16/2016,$28.73,319055560,$28.78,$29.0325,$28.51,28.73, 29.0325, 28.78
09/15/2016,$28.8925,361592680,$28.465,$28.9325,$28.3725,28.8925, 28.9325, 28.465
09/14/2016,$27.9425,444747600,$27.1825,$28.2575,$27.15,27.9425, 28.2575, 27.1825
09/13/2016,$26.9875,248320640,$26.8775,$27.1975,$26.81,26.9875, 27.1975, 26.8775
9/12/2016,$26.36,180458360,$25.6625,$26.43,$25.6325,26.36, 26.43, 25.6625
9/9/2016,$25.7825,185846440,$26.16,$26.43,$25.7825,25.7825, 26.43, 26.16
9/8/2016,$26.38,211821240,$26.8125,$26.8175,$26.31,26.38, 26.8175, 26.8125
9/7/2016,$27.09,169001920,$26.9575,$27.19,$26.7675,27.09, 27.19, 26.9575
9/6/2016,$26.925,106580520,$26.975,$27.075,$26.8775,26.925, 27.075, 26.975
9/2/2016,$26.9325,105575080,$26.925,$27,$26.705,26.9325, 27, 26.925
9/1/2016,$26.6825,106701000,$26.535,$26.7,$26.405,26.6825, 26.7, 26.535
08/31/2016,$26.525,126556040,$26.415,$26.6425,$26.41,26.525, 26.6425, 26.415
08/30/2016,$26.5,99271760,$26.45,$26.625,$26.375,26.5, 26.625, 26.45
08/29/2016,$26.705,99600520,$26.655,$26.86,$26.5725,26.705, 26.86, 26.655
08/26/2016,$26.735,110977200,$26.8525,$26.9875,$26.5775,26.735, 26.9875, 26.8525
08/25/2016,$26.8925,100006920,$26.8475,$26.97,$26.67,26.8925, 26.97, 26.8475
08/24/2016,$27.0075,94424960,$27.1412,$27.1875,$26.92,27.0075, 27.1875, 27.1412
08/23/2016,$27.2125,84947400,$27.1475,$27.33,$27.1325,27.2125, 27.33, 27.1475
08/22/2016,$27.1275,103137680,$27.215,$27.275,$26.9625,27.1275, 27.275, 27.215
08/19/2016,$27.34,100435560,$27.1925,$27.4225,$27.09,27.34, 27.4225, 27.1925
08/18/2016,$27.27,87673360,$27.3075,$27.4,$27.255,27.27, 27.4, 27.3075
08/17/2016,$27.305,101314720,$27.275,$27.3425,$27.085,27.305, 27.3425, 27.275
08/16/2016,$27.345,135018720,$27.4075,$27.5575,$27.3025,27.345, 27.5575, 27.4075
08/15/2016,$27.37,102817320,$27.035,$27.385,$27.02,27.37, 27.385, 27.035
8/12/2016,$27.045,74594800,$26.945,$27.11,$26.945,27.045, 27.11, 26.945
8/11/2016,$26.9825,109840280,$27.13,$27.2325,$26.9625,26.9825, 27.2325, 27.13
8/10/2016,$27,95359520,$27.1775,$27.225,$26.94,27, 27.225, 27.1775
8/9/2016,$27.2025,105185040,$27.0575,$27.235,$27.0025,27.2025, 27.235, 27.0575
8/8/2016,$27.0925,112041720,$26.88,$27.0925,$26.79,27.0925, 27.0925, 26.88
8/5/2016,$26.87,158186440,$26.5675,$26.9125,$26.545,26.87, 26.9125, 26.5675
8/4/2016,$26.4675,107126920,$26.395,$26.5,$26.32,26.4675, 26.5, 26.395
8/3/2016,$26.4475,120593440,$26.2025,$26.46,$26.1925,26.4475, 26.46, 26.2025
8/2/2016,$26.12,135080880,$26.5125,$26.5175,$26,26.12, 26.5175, 26.5125
8/1/2016,$26.5125,152075640,$26.1025,$26.5375,$26.1025,26.5125, 26.5375, 26.1025
07/29/2016,$26.0525,110791880,$26.0475,$26.1375,$25.92,26.0525, 26.1375, 26.0475
07/28/2016,$26.085,155087360,$25.7075,$26.1125,$25.705,26.085, 26.1125, 25.7075
07/27/2016,$25.7375,368575680,$26.0663,$26.0875,$25.6875,25.7375, 26.0875, 26.0663
07/26/2016,$24.1675,213818480,$24.205,$24.4925,$24.105,24.1675, 24.4925, 24.205
07/25/2016,$24.335,161162320,$24.5625,$24.71,$24.23,24.335, 24.71, 24.5625
07/22/2016,$24.665,112872960,$24.815,$24.825,$24.5775,24.665, 24.825, 24.815
07/21/2016,$24.8575,130760320,$24.9575,$25.25,$24.7825,24.8575, 25.25, 24.9575
07/20/2016,$24.99,104876440,$25,$25.115,$24.9338,24.99, 25.115, 25
07/19/2016,$24.9675,95065440,$24.89,$25,$24.835,24.9675, 25, 24.89
07/18/2016,$24.9575,145858120,$24.675,$25.0325,$24.65,24.9575, 25.0325, 24.675
07/15/2016,$24.695,120125640,$24.73,$24.825,$24.625,24.695, 24.825, 24.73
07/14/2016,$24.6975,155543920,$24.3475,$24.7475,$24.33,24.6975, 24.7475, 24.3475
07/13/2016,$24.2175,103518720,$24.3525,$24.4175,$24.21,24.2175, 24.4175, 24.3525
7/12/2016,$24.355,96518120,$24.2925,$24.425,$24.28,24.355, 24.425, 24.2925
7/11/2016,$24.245,93271960,$24.1875,$24.4125,$24.1825,24.245, 24.4125, 24.1875
7/8/2016,$24.17,115510000,$24.1225,$24.2225,$24.0125,24.17, 24.2225, 24.1225
7/7/2016,$23.985,97843400,$23.925,$24.125,$23.905,23.985, 24.125, 23.925
7/6/2016,$23.8825,123510160,$23.65,$23.915,$23.5925,23.8825, 23.915, 23.65
7/5/2016,$23.7475,110215000,$23.8475,$23.85,$23.615,23.7475, 23.85, 23.8475
7/1/2016,$23.9725,103928320,$23.8725,$24.1163,$23.8325,23.9725, 24.1163, 23.8725
06/30/2016,$23.9,143133280,$23.61,$23.9425,$23.575,23.9, 23.9425, 23.61
06/29/2016,$23.6,146021680,$23.4925,$23.6375,$23.4075,23.6, 23.6375, 23.4925
06/28/2016,$23.3975,161551840,$23.225,$23.415,$23.035,23.3975, 23.415, 23.225
06/27/2016,$23.01,182382720,$23.25,$23.2625,$22.875,23.01, 23.2625, 23.25
06/24/2016,$23.35,300878840,$23.2275,$23.6638,$23.1625,23.35, 23.6638, 23.2275
06/23/2016,$24.025,128169160,$23.985,$24.0725,$23.8125,24.025, 24.0725, 23.985
06/22/2016,$23.8875,116496560,$24.0625,$24.2225,$23.8375,23.8875, 24.2225, 24.0625
06/21/2016,$23.9775,141628200,$23.735,$24.0875,$23.669,23.9775, 24.0875, 23.735
06/20/2016,$23.775,137423880,$24,$24.1425,$23.7575,23.775, 24.1425, 24
06/17/2016,$23.8325,243173040,$24.155,$24.1625,$23.825,23.8325, 24.1625, 24.155
06/16/2016,$24.3875,125007480,$24.1125,$24.4375,$24.0175,24.3875, 24.4375, 24.1125
06/15/2016,$24.285,117492200,$24.455,$24.6025,$24.2575,24.285, 24.6025, 24.455
06/14/2016,$24.365,127562960,$24.33,$24.6187,$24.1875,24.365, 24.6187, 24.33
06/13/2016,$24.335,150833440,$24.6725,$24.78,$24.275,24.335, 24.78, 24.6725
6/10/2016,$24.7075,126688880,$24.6325,$24.8364,$24.62,24.7075, 24.8364, 24.6325
6/9/2016,$24.9125,106302280,$24.625,$24.9975,$24.615,24.9125, 24.9975, 24.625
6/8/2016,$24.735,83359800,$24.755,$24.89,$24.67,24.735, 24.89, 24.755
6/7/2016,$24.7575,89513520,$24.8125,$24.9675,$24.74,24.7575, 24.9675, 24.8125
6/6/2016,$24.6575,93060800,$24.4975,$25.4725,$24.3875,24.6575, 25.4725, 24.4975
6/3/2016,$24.48,113950280,$24.4475,$24.5675,$24.3625,24.48, 24.5675, 24.4475
6/2/2016,$24.43,160680800,$24.4,$24.46,$24.1575,24.43, 24.46, 24.4
6/1/2016,$24.615,116556400,$24.755,$24.885,$24.5825,24.615, 24.885, 24.755
05/31/2016,$24.965,169072160,$24.9,$25.1,$24.705,24.965, 25.1, 24.9
05/27/2016,$25.0875,145197840,$24.86,$25.1175,$24.8113,25.0875, 25.1175, 24.86
05/26/2016,$25.1025,225173960,$24.92,$25.1825,$24.66,25.1025, 25.1825, 24.92
05/25/2016,$24.905,153033200,$24.6675,$24.935,$24.5275,24.905, 24.935, 24.6675
05/24/2016,$24.475,140297520,$24.305,$24.5225,$24.21,24.475, 24.5225, 24.305
05/23/2016,$24.1075,151908080,$23.9675,$24.2975,$23.9175,24.1075, 24.2975, 23.9675
05/20/2016,$23.805,127336080,$23.66,$23.8575,$23.63,23.805, 23.8575, 23.66
05/19/2016,$23.55,121671520,$23.66,$23.66,$23.3925,23.55, 23.66, 23.66
05/18/2016,$23.64,168039320,$23.54,$23.8025,$23.4725,23.64, 23.8025, 23.54
05/17/2016,$23.3725,187435640,$23.6375,$23.675,$23.2525,23.3725, 23.675, 23.6375
05/16/2016,$23.47,244769360,$23.0975,$23.5975,$22.9125,23.47, 23.5975, 23.0975
05/13/2016,$22.63,176892160,$22.5,$22.9175,$22.5,22.63, 22.9175, 22.5
5/12/2016,$22.585,304733840,$23.18,$23.195,$22.3675,22.585, 23.195, 23.18
5/11/2016,$23.1275,114564720,$23.37,$23.3925,$23.115,23.1275, 23.3925, 23.37
5/10/2016,$23.355,134612080,$23.3325,$23.3925,$23.0275,23.355, 23.3925, 23.3325
5/9/2016,$23.1975,131582600,$23.25,$23.4425,$23.1475,23.1975, 23.4425, 23.25
5/6/2016,$23.18,174660640,$23.3425,$23.3625,$22.9625,23.18, 23.3625, 23.3425
5/5/2016,$23.31,143400880,$23.5,$23.5175,$23.17,23.31, 23.5175, 23.5
5/4/2016,$23.5475,163936640,$23.8,$23.975,$23.455,23.5475, 23.975, 23.8
5/3/2016,$23.795,227080320,$23.55,$23.935,$23.42,23.795, 23.935, 23.55
5/2/2016,$23.41,191377960,$23.4913,$23.52,$23.1,23.41, 23.52, 23.4913
04/29/2016,$23.435,273555360,$23.4975,$23.68,$23.1275,23.435, 23.68, 23.4975
04/28/2016,$23.7075,328428480,$24.4025,$24.47,$23.5625,23.7075, 24.47, 24.4025
04/27/2016,$24.455,457745200,$24,$24.6775,$23.92,24.455, 24.6775, 24
04/26/2016,$26.0875,211919120,$25.9775,$26.325,$25.9775,26.0875, 26.325, 25.9775
04/25/2016,$26.27,111991960,$26.25,$26.4125,$26.1275,26.27, 26.4125, 26.25
04/22/2016,$26.42,134623240,$26.2525,$26.62,$26.155,26.42, 26.62, 26.2525
04/21/2016,$26.4925,125667640,$26.7325,$26.7325,$26.38,26.4925, 26.7325, 26.7325
04/20/2016,$26.7825,122307920,$26.66,$27.0225,$26.515,26.7825, 27.0225, 26.66
04/19/2016,$26.7275,129362480,$26.97,$27,$26.5575,26.7275, 27, 26.97
04/18/2016,$26.87,243139680,$27.2225,$27.2375,$26.735,26.87, 27.2375, 27.2225
04/15/2016,$27.4625,187494680,$28.0275,$28.075,$27.4325,27.4625, 28.075, 28.0275
04/14/2016,$28.025,101459680,$27.905,$28.0975,$27.8325,28.025, 28.0975, 27.905
04/13/2016,$28.01,131087040,$27.7,$28.085,$27.7,28.01, 28.085, 27.7
4/12/2016,$27.61,108602280,$27.335,$27.625,$27.165,27.61, 27.625, 27.335
4/11/2016,$27.255,117431760,$27.2425,$27.6525,$27.2075,27.255, 27.6525, 27.2425
4/8/2016,$27.165,94215160,$27.2275,$27.4425,$27.0425,27.165, 27.4425, 27.2275
4/7/2016,$27.135,126943240,$27.4875,$27.605,$27.0302,27.135, 27.605, 27.4875
4/6/2016,$27.74,104715360,$27.5575,$27.745,$27.3,27.74, 27.745, 27.5575
4/5/2016,$27.4525,106241680,$27.3775,$27.6825,$27.355,27.4525, 27.6825, 27.3775
4/4/2016,$27.78,149291720,$27.605,$28.0475,$27.5675,27.78, 28.0475, 27.605
4/1/2016,$27.4975,103281840,$27.195,$27.5,$27.05,27.4975, 27.5, 27.195
03/31/2016,$27.2475,103055360,$27.43,$27.475,$27.22,27.2475, 27.475, 27.43
03/30/2016,$27.39,182190360,$27.1625,$27.605,$27.15,27.39, 27.605, 27.1625
03/29/2016,$26.92,124619640,$26.2225,$26.9475,$26.22,26.92, 26.9475, 26.2225
03/28/2016,$26.2975,77417760,$26.5,$26.5475,$26.265,26.2975, 26.5475, 26.5
03/24/2016,$26.4175,102273400,$26.3675,$26.5625,$26.2225,26.4175, 26.5625, 26.3675
03/23/2016,$26.5325,102745400,$26.62,$26.7675,$26.475,26.5325, 26.7675, 26.62
03/22/2016,$26.68,129381720,$26.3125,$26.8225,$26.3025,26.68, 26.8225, 26.3125
03/21/2016,$26.4775,141816920,$26.4825,$26.9125,$26.285,26.4775, 26.9125, 26.4825
03/18/2016,$26.48,174428480,$26.585,$26.625,$26.2975,26.48, 26.625, 26.585
03/17/2016,$26.45,137579320,$26.38,$26.6175,$26.24,26.45, 26.6175, 26.38
03/16/2016,$26.4925,152946920,$26.1525,$26.5775,$26.1475,26.4925, 26.5775, 26.1525
03/15/2016,$26.145,160105000,$25.99,$26.295,$25.9625,26.145, 26.295, 25.99
03/14/2016,$25.63,100233120,$25.4775,$25.7275,$25.445,25.63, 25.7275, 25.4775
3/11/2016,$25.565,109475360,$25.56,$25.57,$25.375,25.565, 25.57, 25.56
3/10/2016,$25.2925,133962520,$25.3525,$25.56,$25.0375,25.2925, 25.56, 25.3525
3/9/2016,$25.28,108594120,$25.3275,$25.395,$25.0675,25.28, 25.395, 25.3275
3/8/2016,$25.2575,126154840,$25.195,$25.44,$25.1,25.2575, 25.44, 25.195
3/7/2016,$25.4675,143562960,$25.5975,$25.7075,$25.24,25.4675, 25.7075, 25.5975
3/4/2016,$25.7525,184106400,$25.5925,$25.9375,$25.3425,25.7525, 25.9375, 25.5925
3/3/2016,$25.375,147537960,$25.145,$25.4275,$25.1125,25.375, 25.4275, 25.145
3/2/2016,$25.1875,132544520,$25.1275,$25.2225,$24.91,25.1875, 25.2225, 25.1275
3/1/2016,$25.1325,201214000,$24.4125,$25.1925,$24.355,25.1325, 25.1925, 24.4125
02/29/2016,$24.1725,140525840,$24.215,$24.5575,$24.1625,24.1725, 24.5575, 24.215
02/26/2016,$24.2275,115799040,$24.3,$24.5059,$24.145,24.2275, 24.5059, 24.3
02/25/2016,$24.19,110104160,$24.0125,$24.19,$23.8125,24.19, 24.19, 24.0125
02/24/2016,$24.025,144768600,$23.495,$24.095,$23.33,24.025, 24.095, 23.495
02/23/2016,$23.6725,127404720,$24.1,$24.125,$23.6375,23.6725, 24.125, 24.1
02/22/2016,$24.22,136961880,$24.0775,$24.225,$23.98,24.22, 24.225, 24.0775
02/19/2016,$24.01,141162280,$24,$24.19,$23.95,24.01, 24.19, 24
02/18/2016,$24.065,155464400,$24.71,$24.7225,$24.0227,24.065, 24.7225, 24.71
02/17/2016,$24.53,179247200,$24.1675,$24.5525,$24.0375,24.53, 24.5525, 24.1675
02/16/2016,$24.16,192130400,$23.755,$24.2125,$23.6525,24.16, 24.2125, 23.755
2/12/2016,$23.4975,161292080,$23.5475,$23.625,$23.2525,23.4975, 23.625, 23.5475
2/11/2016,$23.425,199918800,$23.4475,$23.68,$23.1475,23.425, 23.68, 23.4475
2/10/2016,$23.5675,169155160,$23.98,$24.0875,$23.525,23.5675, 24.0875, 23.98
2/9/2016,$23.7475,177130240,$23.5725,$23.985,$23.4825,23.7475, 23.985, 23.5725
2/8/2016,$23.7525,215682200,$23.2825,$23.925,$23.26,23.7525, 23.925, 23.2825
2/5/2016,$23.505,185262480,$24.13,$24.23,$23.4225,23.505, 24.23, 24.13
2/4/2016,$24.15,185672920,$23.965,$24.3325,$23.7975,24.15, 24.3325, 23.965
2/3/2016,$24.0875,183480520,$23.75,$24.21,$23.52,24.0875, 24.21, 23.75
2/2/2016,$23.62,148762000,$23.855,$24.01,$23.57,23.62, 24.01, 23.855
2/1/2016,$24.1075,163257440,$24.1175,$24.1775,$23.85,24.1075, 24.1775, 24.1175
01/29/2016,$24.335,257329760,$23.6975,$24.335,$23.5875,24.335, 24.335, 23.6975
01/28/2016,$23.5225,222489480,$23.4475,$23.63,$23.0975,23.5225, 23.63, 23.4475
01/27/2016,$23.355,532236000,$24.01,$24.1572,$23.335,23.355, 24.1572, 24.01
01/26/2016,$24.9975,287749240,$24.9825,$25.22,$24.5175,24.9975, 25.22, 24.9825
01/25/2016,$24.86,206119920,$25.38,$25.3825,$24.8025,24.86, 25.3825, 25.38
01/22/2016,$25.355,262594640,$24.6575,$25.365,$24.5925,25.355, 25.365, 24.6575
01/21/2016,$24.075,208396800,$24.265,$24.47,$23.735,24.075, 24.47, 24.265
01/20/2016,$24.1975,289097200,$23.775,$24.5474,$23.355,24.1975, 24.5474, 23.775
01/19/2016,$24.165,211843240,$24.6025,$24.6625,$23.875,24.165, 24.6625, 24.6025
01/15/2016,$24.2825,317424040,$24.05,$24.4275,$23.84,24.2825, 24.4275, 24.05
01/14/2016,$24.88,252000560,$24.49,$25.12,$23.935,24.88, 25.12, 24.49
01/13/2016,$24.3475,249143080,$25.08,$25.2975,$24.325,24.3475, 25.2975, 25.08
1/12/2016,$24.99,196184600,$25.1375,$25.1725,$24.71,24.99, 25.1725, 25.1375
1/11/2016,$24.6325,198751480,$24.7425,$24.765,$24.335,24.6325, 24.765, 24.7425
1/8/2016,$24.24,282888000,$24.6375,$24.7775,$24.19,24.24, 24.7775, 24.6375
1/7/2016,$24.1125,322969840,$24.67,$25.0325,$24.1075,24.1125, 25.0325, 24.67
1/6/2016,$25.175,273537080,$25.14,$25.5925,$24.9675,25.175, 25.5925, 25.14
1/5/2016,$25.6775,222332560,$26.4375,$26.4625,$25.6025,25.6775, 26.4625, 26.4375
1/4/2016,$26.3375,270276360,$25.6525,$26.342,$25.5,26.3375, 26.342, 25.6525
12/31/2015,$26.315,163541920,$26.7525,$26.7575,$26.205,26.315, 26.7575, 26.7525
12/30/2015,$26.83,100736360,$27.145,$27.175,$26.795,26.83, 27.175, 27.145
12/29/2015,$27.185,123649040,$26.74,$27.3575,$26.715,27.185, 27.3575, 26.74
12/28/2015,$26.705,106559720,$26.8975,$26.9225,$26.5452,26.705, 26.9225, 26.8975
12/24/2015,$27.0075,54386720,$27.25,$27.25,$26.9875,27.0075, 27.25, 27.25
12/23/2015,$27.1525,130472560,$26.8175,$27.2125,$26.8,27.1525, 27.2125, 26.8175
12/22/2015,$26.8075,130913840,$26.85,$26.93,$26.6127,26.8075, 26.93, 26.85
12/21/2015,$26.8325,190028920,$26.82,$26.8425,$26.3925,26.8325, 26.8425, 26.82
12/18/2015,$26.5075,384788760,$27.2275,$27.38,$26.4525,26.5075, 27.38, 27.2275
12/17/2015,$27.245,178619320,$28.005,$28.0625,$27.245,27.245, 28.0625, 28.005
12/16/2015,$27.835,224629480,$27.7675,$27.9975,$27.2,27.835, 27.9975, 27.7675
12/15/2015,$27.6225,212674320,$27.985,$28.2,$27.5875,27.6225, 28.2, 27.985
12/14/2015,$28.12,258712880,$28.045,$28.17,$27.4475,28.12, 28.17, 28.045
12/11/2015,$28.295,187240080,$28.7975,$28.8475,$28.2128,28.295, 28.8475, 28.7975
12/10/2015,$29.0425,116634560,$29.01,$29.235,$28.8775,29.0425, 29.235, 29.01
12/9/2015,$28.905,185207720,$29.41,$29.4225,$28.77,28.905, 29.4225, 29.41
12/8/2015,$29.5575,137101680,$29.38,$29.65,$29.215,29.5575, 29.65, 29.38
12/7/2015,$29.57,128252400,$29.745,$29.965,$29.4525,29.57, 29.965, 29.745
12/4/2015,$29.7575,230871480,$28.8225,$29.8125,$28.7775,29.7575, 29.8125, 28.8225
12/3/2015,$28.8,166045520,$29.1375,$29.1975,$28.555,28.8, 29.1975, 29.1375
12/2/2015,$29.07,133267960,$29.2625,$29.5275,$29.02,29.07, 29.5275, 29.2625
12/1/2015,$29.335,139225000,$29.6875,$29.7025,$29.215,29.335, 29.7025, 29.6875
11/30/2015,$29.575,152252520,$29.4975,$29.8525,$29.4375,29.575, 29.8525, 29.4975
11/27/2015,$29.4525,52185800,$29.5725,$29.6025,$29.4,29.4525, 29.6025, 29.5725
11/25/2015,$29.5075,85367840,$29.8025,$29.8075,$29.48,29.5075, 29.8075, 29.8025
11/24/2015,$29.72,170991800,$29.3325,$29.8375,$29.28,29.72, 29.8375, 29.3325
11/23/2015,$29.4375,129782720,$29.8175,$29.9325,$29.335,29.4375, 29.9325, 29.8175
11/20/2015,$29.825,136540920,$29.8,$29.98,$29.7125,29.825, 29.98, 29.8
11/19/2015,$29.695,172935800,$29.41,$29.9375,$29.19,29.695, 29.9375, 29.41
11/18/2015,$29.3225,186238920,$28.94,$29.3725,$28.875,29.3225, 29.3725, 28.94
11/17/2015,$28.4225,110336080,$28.73,$28.7625,$28.33,28.4225, 28.7625, 28.73
11/16/2015,$28.5437,151918280,$27.845,$28.56,$27.75,28.5437, 28.56, 27.845
11/13/2015,$28.085,182221200,$28.8,$28.8925,$28.0675,28.085, 28.8925, 28.8
11/12/2015,$28.93,129845400,$29.065,$29.205,$28.9125,28.93, 29.205, 29.065
11/11/2015,$29.0275,180717600,$29.0925,$29.355,$28.8025,29.0275, 29.355, 29.0925
11/10/2015,$29.1925,236117600,$29.225,$29.5175,$29.0153,29.1925, 29.5175, 29.225
11/9/2015,$30.1425,135317160,$30.24,$30.4525,$30.0125,30.1425, 30.4525, 30.24
11/6/2015,$30.265,132036440,$30.2775,$30.4525,$30.155,30.265, 30.4525, 30.2775
11/5/2015,$30.23,157933600,$30.4625,$30.6725,$30.045,30.23, 30.6725, 30.4625
11/4/2015,$30.5,179316240,$30.7825,$30.955,$30.405,30.5, 30.955, 30.7825
11/3/2015,$30.6425,181917040,$30.1975,$30.8725,$30.175,30.6425, 30.8725, 30.1975
11/2/2015,$30.295,128611480,$29.9675,$30.34,$29.9025,30.295, 30.34, 29.9675
10/30/2015,$29.875,197220880,$30.2475,$30.305,$29.8625,29.875, 30.305, 30.2475
10/29/2015,$30.1325,204424400,$29.675,$30.1725,$29.5675,30.1325, 30.1725, 29.675
10/28/2015,$29.8175,341744840,$29.2325,$29.825,$29.015,29.8175, 29.825, 29.2325
10/27/2015,$28.6375,270693800,$28.85,$29.135,$28.4975,28.6375, 29.135, 28.85
10/26/2015,$28.82,264559080,$29.52,$29.5325,$28.73,28.82, 29.5325, 29.52
10/23/2015,$29.77,237006960,$29.175,$29.807,$29.0825,29.77, 29.807, 29.175
