Date,Close/Last,Volume,Open,High,Low,newclose,newhigh,newopen
04/25/2019,$51.32,73855400,$51.7075,$51.94,$51.28,51.32, 51.94, 51.7075
04/24/2019,$51.79,69710280,$51.84,$52.12,$51.7625,51.79, 52.12, 51.84
04/23/2019,$51.87,93145520,$51.1075,$51.9375,$50.975,51.87, 51.9375, 51.1075
04/22/2019,$51.1325,71367680,$50.7075,$51.235,$50.585,51.1325, 51.235, 50.7075
04/18/2019,$50.965,96742120,$50.78,$51.0375,$50.63,50.965, 51.0375, 50.78
04/17/2019,$50.7825,115461240,$49.885,$50.845,$49.6525,50.7825, 50.845, 49.885
04/16/2019,$49.8125,102673320,$49.865,$50.3425,$49.64,49.8125, 50.3425, 49.865
04/15/2019,$49.8075,70096600,$49.645,$49.9625,$49.5025,49.8075, 49.9625, 49.645
4/12/2019,$49.7175,110954320,$49.8,$50.035,$49.0525,49.7175, 50.035, 49.8
4/11/2019,$49.7375,82172760,$50.2125,$50.25,$49.6108,49.7375, 50.25, 50.2125
4/10/2019,$50.155,86619000,$49.67,$50.185,$49.545,50.155, 50.185, 49.67
4/9/2019,$49.875,142953120,$50.08,$50.7125,$49.8075,49.875, 50.7125, 50.08
4/8/2019,$50.025,103319520,$49.105,$50.0575,$49.085,50.025, 50.0575, 49.105
4/5/2019,$49.25,73892280,$49.1125,$49.275,$48.9825,49.25, 49.275, 49.1125
4/4/2019,$48.9225,76360200,$48.6975,$49.0925,$48.285,48.9225, 49.0925, 48.6975
4/3/2019,$48.8375,92972640,$48.3125,$49.125,$48.2875,48.8375, 49.125, 48.3125
4/2/2019,$48.505,90909480,$47.7725,$48.615,$47.7625,48.505, 48.615, 47.7725
4/1/2019,$47.81,109232800,$47.91,$47.92,$47.095,47.81, 47.92, 47.91
03/29/2019,$47.4875,94099320,$47.4575,$47.52,$47.135,47.4875, 47.52, 47.4575
03/28/2019,$47.18,82841560,$47.2375,$47.3897,$46.8825,47.18, 47.3897, 47.2375
03/27/2019,$47.1175,119084840,$47.1875,$47.44,$46.6375,47.1175, 47.44, 47.1875
03/26/2019,$46.6975,198784400,$47.916,$48.22,$46.145,46.6975, 48.22, 47.916
03/25/2019,$47.185,175007240,$47.8775,$47.995,$46.65,47.185, 47.995, 47.8775
03/22/2019,$47.7625,169150560,$48.835,$49.4225,$47.695,47.7625, 49.4225, 48.835
03/21/2019,$48.7725,203772480,$47.505,$49.0825,$47.4525,48.7725, 49.0825, 47.505
03/20/2019,$47.04,124013520,$46.5575,$47.3725,$46.1825,47.04, 47.3725, 46.5575
03/19/2019,$46.6325,125761200,$47.0875,$47.2475,$46.48,46.6325, 47.2475, 47.0875
03/18/2019,$47.005,104594360,$46.45,$47.0975,$46.4475,47.005, 47.0975, 46.45
03/15/2019,$46.53,156069960,$46.2125,$46.8325,$45.935,46.53, 46.8325, 46.2125
03/14/2019,$45.9325,94110640,$45.975,$46.025,$45.64,45.9325, 46.025, 45.975
03/13/2019,$45.4275,123718960,$45.5625,$45.825,$45.23,45.4275, 45.825, 45.5625
3/12/2019,$45.2275,129667200,$45,$45.6675,$44.8425,45.2275, 45.6675, 45
3/11/2019,$44.725,124492000,$43.8725,$44.78,$43.8375,44.725, 44.78, 43.8725
3/8/2019,$43.2275,95943840,$42.58,$43.2675,$42.375,43.2275, 43.2675, 42.58
3/7/2019,$43.125,99021880,$43.4675,$43.61,$43.005,43.125, 43.61, 43.4675
3/6/2019,$43.63,83020560,$43.6675,$43.8725,$43.485,43.63, 43.8725, 43.6675
3/5/2019,$43.8825,76953920,$43.985,$44,$43.635,43.8825, 44, 43.985
3/4/2019,$43.9625,109652240,$43.9225,$44.4375,$43.4925,43.9625, 44.4375, 43.9225
3/1/2019,$43.7425,102950240,$43.57,$43.7875,$43.2225,43.7425, 43.7875, 43.57
02/28/2019,$43.2875,111815240,$43.58,$43.7275,$43.23,43.2875, 43.7275, 43.58
02/27/2019,$43.7175,111270560,$43.3025,$43.75,$43.1825,43.7175, 43.75, 43.3025
02/26/2019,$43.5825,67966440,$43.4275,$43.825,$43.2933,43.5825, 43.825, 43.4275
02/25/2019,$43.5575,87385600,$43.54,$43.9675,$43.4875,43.5575, 43.9675, 43.54
02/22/2019,$43.2425,75561000,$42.895,$43.25,$42.845,43.2425, 43.25, 42.895
02/21/2019,$42.765,68618160,$42.95,$43.0925,$42.575,42.765, 43.0925, 42.95
02/20/2019,$43.0075,101295560,$42.7975,$43.33,$42.7475,43.0075, 43.33, 42.7975
02/19/2019,$42.7325,75834280,$42.4275,$42.86,$42.3725,42.7325, 42.86, 42.4275
02/15/2019,$42.605,98413280,$42.8125,$42.925,$42.4375,42.605, 42.925, 42.8125
02/14/2019,$42.7,87140720,$42.4275,$42.8154,$42.345,42.7, 42.8154, 42.4275
02/13/2019,$42.545,89558640,$42.8475,$43.12,$42.48,42.545, 43.12, 42.8475
2/12/2019,$42.7225,88897600,$42.525,$42.75,$42.425,42.7225, 42.75, 42.525
2/11/2019,$42.3575,83760080,$42.7625,$42.8025,$42.3125,42.3575, 42.8025, 42.7625
2/8/2019,$42.6025,95175320,$42.2475,$42.665,$42.105,42.6025, 42.665, 42.2475
2/7/2019,$42.735,126576960,$43.1,$43.485,$42.585,42.735, 43.485, 43.1
2/6/2019,$43.56,112818560,$43.6625,$43.8925,$43.2133,43.56, 43.8925, 43.6625
2/5/2019,$43.545,144218280,$43.215,$43.77,$43.0875,43.545, 43.77, 43.215
2/4/2019,$42.8125,125538880,$41.8525,$42.9138,$41.82,42.8125, 42.9138, 41.8525
2/1/2019,$41.63,130578360,$41.74,$42.245,$41.4825,41.63, 42.245, 41.74
01/31/2019,$41.61,162453040,$41.5275,$42.25,$41.14,41.61, 42.25, 41.5275
01/30/2019,$41.3125,243201920,$40.8125,$41.5375,$40.0575,41.3125, 41.5375, 40.8125
01/29/2019,$38.67,159659400,$39.0625,$39.5325,$38.5275,38.67, 39.5325, 39.0625
01/28/2019,$39.075,104589120,$38.9475,$39.0825,$38.415,39.075, 39.0825, 38.9475
01/25/2019,$39.44,134035840,$38.87,$39.5325,$38.58,39.44, 39.5325, 38.87
01/24/2019,$38.175,101672440,$38.5275,$38.62,$37.935,38.175, 38.62, 38.5275
01/23/2019,$38.48,92186240,$38.5375,$38.785,$37.925,38.48, 38.785, 38.5375
01/22/2019,$38.325,121095960,$39.1025,$39.1825,$38.155,38.325, 39.1825, 39.1025
01/18/2019,$39.205,133037840,$39.375,$39.47,$38.9952,39.205, 39.47, 39.375
01/17/2019,$38.965,118464760,$38.55,$39.415,$38.315,38.965, 39.415, 38.55
01/16/2019,$38.735,121932480,$38.27,$38.97,$38.25,38.735, 38.97, 38.27
01/15/2019,$38.2675,113799760,$37.5675,$38.3475,$37.5125,38.2675, 38.3475, 37.5675
01/14/2019,$37.5,128074160,$37.7125,$37.8175,$37.305,37.5, 37.8175, 37.7125
1/11/2019,$38.0725,107698520,$38.22,$38.425,$37.8775,38.0725, 38.425, 38.22
1/10/2019,$38.45,142644800,$38.125,$38.4925,$37.715,38.45, 38.4925, 38.125
1/9/2019,$38.3275,180137480,$37.8225,$38.6325,$37.4075,38.3275, 38.6325, 37.8225
1/8/2019,$37.6875,162491640,$37.39,$37.955,$37.13,37.6875, 37.955, 37.39
1/7/2019,$36.9825,218285760,$37.175,$37.2075,$36.475,36.9825, 37.2075, 37.175
1/4/2019,$37.065,229694600,$36.1325,$37.1375,$35.95,37.065, 37.1375, 36.1325
1/3/2019,$35.5475,364427360,$35.995,$36.43,$35.5,35.5475, 36.43, 35.995
1/2/2019,$39.48,142548280,$38.7225,$39.7125,$38.5575,39.48, 39.7125, 38.7225
12/31/2018,$39.435,137997560,$39.6325,$39.84,$39.12,39.435, 39.84, 39.6325
12/28/2018,$39.0575,166962400,$39.375,$39.63,$38.6375,39.0575, 39.63, 39.375
12/27/2018,$39.0375,206435400,$38.96,$39.1925,$37.5175,39.0375, 39.1925, 38.96
12/26/2018,$39.2925,232535400,$37.075,$39.3075,$36.68,39.2925, 39.3075, 37.075
12/24/2018,$36.7075,148676920,$37.0375,$37.8875,$36.6475,36.7075, 37.8875, 37.0375
12/21/2018,$37.6825,381991600,$39.215,$39.54,$37.4075,37.6825, 39.54, 39.215
12/20/2018,$39.2075,257592920,$40.1,$40.5275,$38.825,39.2075, 40.5275, 40.1
12/19/2018,$40.2225,190390680,$41.5,$41.8625,$39.7725,40.2225, 41.8625, 41.5
12/18/2018,$41.5175,135013960,$41.345,$41.8825,$41.0975,41.5175, 41.8825, 41.345
12/17/2018,$40.985,173001680,$41.3625,$42.0875,$40.6825,40.985, 42.0875, 41.3625
12/14/2018,$41.37,162481440,$42.25,$42.27,$41.32,41.37, 42.27, 42.25
12/13/2018,$42.7375,127016840,$42.6225,$43.1425,$42.3875,42.7375, 43.1425, 42.6225
12/12/2018,$42.275,141898720,$42.6,$42.98,$42.255,42.275, 42.98, 42.6
12/11/2018,$42.1575,183872160,$42.915,$42.9475,$41.75,42.1575, 42.9475, 42.915
12/10/2018,$42.4,247036000,$41.25,$42.5225,$40.8325,42.4, 42.5225, 41.25
12/7/2018,$42.1225,166714720,$43.3725,$43.6225,$42.075,42.1225, 43.6225, 43.3725
12/6/2018,$43.68,170819640,$42.94,$43.695,$42.605,43.68, 43.695, 42.94
12/4/2018,$44.1725,164565000,$45.2375,$45.5975,$44.0675,44.1725, 45.5975, 45.2375
12/3/2018,$46.205,162150800,$46.115,$46.235,$45.3025,46.205, 46.235, 46.115
11/30/2018,$44.645,157697040,$45.0725,$45.0825,$44.2575,44.645, 45.0825, 45.0725
11/29/2018,$44.8875,166094320,$45.665,$45.7,$44.425,44.8875, 45.7, 45.665
11/28/2018,$45.235,183767000,$44.1825,$45.3225,$43.7325,45.235, 45.3225, 44.1825
11/27/2018,$43.56,164624560,$42.8775,$43.6925,$42.72,43.56, 43.6925, 42.8775
11/26/2018,$43.655,178649280,$43.56,$43.7375,$42.565,43.655, 43.7375, 43.56
11/23/2018,$43.0725,94495880,$43.735,$44.1488,$43.025,43.0725, 44.1488, 43.735
11/21/2018,$44.195,124384960,$44.9325,$45.0675,$44.1375,44.195, 45.0675, 44.9325
11/20/2018,$44.245,270714720,$44.5925,$45.3675,$43.8775,44.245, 45.3675, 44.5925
11/19/2018,$46.465,166507280,$47.5,$47.675,$46.2475,46.465, 47.675, 47.5
11/16/2018,$48.3825,144765320,$47.625,$48.7424,$47.365,48.3825, 48.7424, 47.625
11/15/2018,$47.8525,185086640,$47.0975,$47.9925,$46.725,47.8525, 47.9925, 47.0975
11/14/2018,$46.7,242189360,$48.475,$48.62,$46.4825,46.7, 48.62, 48.475
11/13/2018,$48.0575,186902840,$47.9075,$49.295,$47.8625,48.0575, 49.295, 47.9075
11/12/2018,$48.5425,203964120,$49.75,$49.9625,$48.4475,48.5425, 49.9625, 49.75
11/9/2018,$51.1175,137271040,$51.3875,$51.5025,$50.5625,51.1175, 51.5025, 51.3875
11/8/2018,$52.1225,101157080,$52.495,$52.53,$51.6875,52.1225, 52.53, 52.495
11/7/2018,$52.4875,133166560,$51.4925,$52.515,$51.0325,52.4875, 52.515, 51.4925
11/6/2018,$50.9425,127098880,$50.48,$51.18,$50.4225,50.9425, 51.18, 50.48
11/5/2018,$50.3975,264288680,$51.075,$51.0975,$49.5425,50.3975, 51.0975, 51.075
11/2/2018,$51.87,364186240,$52.3875,$53.4125,$51.3575,51.87, 53.4125, 52.3875
11/1/2018,$55.555,211816280,$54.7625,$55.59,$54.2025,55.555, 55.59, 54.7625
10/31/2018,$54.715,152067240,$54.22,$55.1125,$54.155,54.715, 55.1125, 54.22
10/30/2018,$53.325,145951720,$52.7875,$53.795,$52.3175,53.325, 53.795, 52.7875
10/29/2018,$53.06,182854760,$54.7975,$54.9225,$51.5225,53.06, 54.9225, 54.7975
10/26/2018,$54.075,188766800,$53.975,$55.0475,$53.1675,54.075, 55.0475, 53.975
10/25/2018,$54.95,116109360,$54.4275,$55.345,$54.1875,54.95, 55.345, 54.4275
10/24/2018,$53.7725,159968480,$55.65,$56.0575,$53.635,53.7725, 56.0575, 55.65
10/23/2018,$55.6825,154724680,$53.9575,$55.8125,$53.675,55.6825, 55.8125, 53.9575
10/22/2018,$55.1625,115006160,$54.9475,$55.84,$54.735,55.1625, 55.84, 54.9475
10/19/2018,$54.8275,131497320,$54.515,$55.315,$54.3575,54.8275, 55.315, 54.515
10/18/2018,$54.005,129557120,$54.465,$54.935,$53.25,54.005, 54.935, 54.465
10/17/2018,$55.2975,90771520,$55.575,$55.66,$54.835,55.2975, 55.66, 55.575
10/16/2018,$55.5375,115210200,$54.7325,$55.7475,$54.1907,55.5375, 55.7475, 54.7325
10/15/2018,$54.34,121121800,$55.29,$55.4575,$54.3175,54.34, 55.4575, 55.29
10/12/2018,$55.5275,157979080,$55.105,$55.72,$54.21,55.5275, 55.72, 55.105
10/11/2018,$53.6125,211609280,$53.63,$54.875,$53.08,53.6125, 54.875, 53.63
10/10/2018,$54.09,164336280,$56.365,$56.5875,$54.0125,54.09, 56.5875, 56.365
10/9/2018,$56.7175,106626520,$55.91,$56.8175,$55.5615,56.7175, 56.8175, 55.91
10/8/2018,$55.9425,115138200,$55.5525,$56.2,$55.05,55.9425, 56.2, 55.5525
10/5/2018,$56.0725,134031080,$56.99,$57.1025,$55.145,56.0725, 57.1025, 56.99
10/4/2018,$56.9975,127844480,$57.695,$58.0875,$56.6825,56.9975, 58.0875, 57.695
10/3/2018,$58.0175,114161960,$57.5125,$58.3675,$57.445,58.0175, 58.3675, 57.5125
10/2/2018,$57.32,97740040,$56.8125,$57.5,$56.6575,57.32, 57.5, 56.8125
10/1/2018,$56.815,92684080,$56.9875,$57.355,$56.5875,56.815, 57.355, 56.9875
09/28/2018,$56.435,90241760,$56.1975,$56.46,$56.005,56.435, 56.46, 56.1975
09/27/2018,$56.2375,118917080,$55.955,$56.61,$55.885,56.2375, 56.61, 55.955
09/26/2018,$55.105,93721480,$55.25,$55.9375,$54.94,55.105, 55.9375, 55.25
09/25/2018,$55.5475,91244560,$54.9375,$55.705,$54.925,55.5475, 55.705, 54.9375
09/24/2018,$55.1975,110325080,$54.205,$55.315,$54.1575,55.1975, 55.315, 54.205
09/21/2018,$54.415,382336320,$55.195,$55.34,$54.3225,54.415, 55.34, 55.195
09/20/2018,$55.0075,105552200,$55.06,$55.57,$54.7875,55.0075, 55.57, 55.06
09/19/2018,$54.5925,107479520,$54.625,$54.905,$53.825,54.5925, 54.905, 54.625
09/18/2018,$54.56,125982520,$54.4475,$55.4625,$54.28,54.56, 55.4625, 54.4475
09/17/2018,$54.47,147240480,$55.5375,$55.7375,$54.3175,54.47, 55.7375, 55.5375
09/14/2018,$55.96,127207880,$56.4375,$56.71,$55.6305,55.96, 56.71, 56.4375
09/13/2018,$56.6025,165645400,$55.88,$57.0875,$55.6425,56.6025, 57.0875, 55.88
9/12/2018,$55.2675,196474040,$56.235,$56.25,$54.96,55.2675, 56.25, 56.235
9/11/2018,$55.9625,142578040,$54.5025,$56.0748,$54.14,55.9625, 56.0748, 54.5025
9/10/2018,$54.5825,156778880,$55.2375,$55.4625,$54.1175,54.5825, 55.4625, 55.2375
9/7/2018,$55.325,149675640,$55.4625,$56.3425,$55.1775,55.325, 56.3425, 55.4625
9/6/2018,$55.775,136484960,$56.5575,$56.8375,$55.325,55.775, 56.8375, 56.5575
9/5/2018,$56.7175,133163320,$57.2475,$57.4175,$56.275,56.7175, 57.4175, 57.2475
9/4/2018,$57.09,109455840,$57.1025,$57.295,$56.6575,57.09, 57.295, 57.1025
08/31/2018,$56.9075,172710160,$56.6275,$57.2175,$56.5,56.9075, 57.2175, 56.6275
08/30/2018,$56.2575,194787840,$55.8125,$57.065,$55.6,56.2575, 57.065, 55.8125
08/29/2018,$55.745,108297040,$55.0375,$55.8725,$54.8525,55.745, 55.8725, 55.0375
08/28/2018,$54.925,91005560,$54.7525,$55.135,$54.73,54.925, 55.135, 54.7525
08/27/2018,$54.485,81603080,$54.2875,$54.685,$54.0825,54.485, 54.685, 54.2875
08/24/2018,$54.04,73830880,$54.15,$54.225,$53.7775,54.04, 54.225, 54.15
08/23/2018,$53.8725,74023120,$53.6625,$54.2625,$53.65,53.8725, 54.2625, 53.6625
08/22/2018,$53.7625,75863720,$53.525,$54.09,$53.46,53.7625, 54.09, 53.525
08/21/2018,$53.76,102730800,$54.2,$54.2975,$53.5063,53.76, 54.2975, 54.2
08/20/2018,$53.865,120597640,$54.525,$54.795,$53.7775,53.865, 54.795, 54.525
08/17/2018,$54.395,140137640,$53.36,$54.4875,$53.29,54.395, 54.4875, 53.36
08/16/2018,$53.33,110381240,$52.9375,$53.453,$52.8675,53.33, 53.453, 52.9375
08/15/2018,$52.56,114380920,$52.305,$52.685,$52.0825,52.56, 52.685, 52.305
08/14/2018,$52.4375,82717080,$52.5388,$52.64,$52.065,52.4375, 52.64, 52.5388
08/13/2018,$52.2175,103458040,$51.925,$52.738,$51.925,52.2175, 52.738, 51.925
8/10/2018,$51.8825,98369840,$51.84,$52.275,$51.6675,51.8825, 52.275, 51.84
8/9/2018,$52.22,93558120,$51.82,$52.445,$51.8,52.22, 52.445, 51.82
8/8/2018,$51.8125,89975000,$51.5125,$51.9525,$51.13,51.8125, 51.9525, 51.5125
8/7/2018,$51.7775,102102600,$52.33,$52.375,$51.69,51.7775, 52.375, 52.33
8/6/2018,$52.2675,101584400,$52,$52.3125,$51.7675,52.2675, 52.3125, 52
8/3/2018,$51.9975,133632200,$51.7575,$52.185,$51.3701,51.9975, 52.185, 51.7575
8/2/2018,$51.8475,249269720,$50.145,$52.095,$50.0875,51.8475, 52.095, 50.145
8/1/2018,$50.375,271249120,$49.7825,$50.44,$49.3275,50.375, 50.44, 49.7825
07/31/2018,$47.5725,151389040,$47.575,$48.035,$47.335,47.5725, 48.035, 47.575
07/30/2018,$47.4775,83651560,$47.975,$48.05,$47.2675,47.4775, 48.05, 47.975
07/27/2018,$47.745,95901400,$48.7475,$48.7975,$47.525,47.745, 48.7975, 48.7475
07/26/2018,$48.5525,76020600,$48.6525,$48.99,$48.4025,48.5525, 48.99, 48.6525
07/25/2018,$48.705,66214000,$48.265,$48.7125,$48.1075,48.705, 48.7125, 48.265
07/24/2018,$48.25,74723720,$48.1125,$48.415,$48.0125,48.25, 48.415, 48.1125
07/23/2018,$47.9025,63823280,$47.67,$47.99,$47.39,47.9025, 47.99, 47.67
07/20/2018,$47.86,82683320,$47.945,$48.1075,$47.5425,47.86, 48.1075, 47.945
07/19/2018,$47.97,80728200,$47.4225,$48.1375,$47.4225,47.97, 48.1375, 47.4225
07/18/2018,$47.6,65462880,$47.945,$47.95,$47.4825,47.6, 47.95, 47.945
07/17/2018,$47.8625,62060000,$47.4375,$47.9675,$47.3,47.8625, 47.9675, 47.4375
07/16/2018,$47.7275,60039200,$47.88,$48.1625,$47.6037,47.7275, 48.1625, 47.88
07/13/2018,$47.8325,50027320,$47.77,$47.96,$47.725,47.8325, 47.96, 47.77
7/12/2018,$47.7575,72000720,$47.3825,$47.8525,$47.3275,47.7575, 47.8525, 47.3825
7/11/2018,$46.97,75105560,$47.125,$47.445,$46.9025,46.97, 47.445, 47.125
7/10/2018,$47.5875,63205480,$47.6775,$47.82,$47.545,47.5875, 47.82, 47.6775
7/9/2018,$47.645,78545560,$47.375,$47.67,$47.325,47.645, 47.67, 47.375
7/6/2018,$46.9925,69704640,$46.355,$47.1085,$46.3,46.9925, 47.1085, 46.355
7/5/2018,$46.35,66175520,$46.315,$46.6025,$46.07,46.35, 46.6025, 46.315
7/3/2018,$45.98,55819240,$46.9475,$46.9875,$45.885,45.98, 46.9875, 46.9475
7/2/2018,$46.795,70700840,$45.955,$46.825,$45.855,46.795, 46.825, 45.955
06/29/2018,$46.2775,90206640,$46.5725,$46.7975,$45.7275,46.2775, 46.7975, 46.5725
06/28/2018,$46.375,69409520,$46.025,$46.5525,$45.95,46.375, 46.5525, 46.025
06/27/2018,$46.04,99949040,$46.307,$46.82,$46.0075,46.04, 46.82, 46.307
06/26/2018,$46.1075,97513920,$45.7475,$46.6325,$45.635,46.1075, 46.6325, 45.7475
06/25/2018,$45.5425,126529280,$45.85,$46.23,$45.1825,45.5425, 46.23, 45.85
06/22/2018,$46.23,108740520,$46.53,$46.5375,$46.175,46.23, 46.5375, 46.53
06/21/2018,$46.365,102596960,$46.8125,$47.0875,$46.235,46.365, 47.0875, 46.8125
06/20/2018,$46.625,81960360,$46.5875,$46.8,$46.4325,46.625, 46.8, 46.5875
06/19/2018,$46.4225,134154200,$46.285,$46.5825,$45.8625,46.4225, 46.5825, 46.285
06/18/2018,$47.185,73833640,$46.97,$47.305,$46.8,47.185, 47.305, 46.97
06/15/2018,$47.21,245753160,$47.5075,$47.54,$47.065,47.21, 47.54, 47.5075
06/14/2018,$47.7,86338880,$47.8875,$47.8925,$47.555,47.7, 47.8925, 47.8875
06/13/2018,$47.675,85920480,$48.105,$48.22,$47.61,47.675, 48.22, 48.105
6/12/2018,$48.07,67436080,$47.8462,$48.1527,$47.7875,48.07, 48.1527, 47.8462
6/11/2018,$47.8075,72279720,$47.8375,$47.9925,$47.5525,47.8075, 47.9925, 47.8375
6/8/2018,$47.925,106322840,$47.7925,$48,$47.4425,47.925, 48, 47.7925
6/7/2018,$48.365,85316680,$48.535,$48.55,$48.0838,48.365, 48.55, 48.535
6/6/2018,$48.495,83651280,$48.4075,$48.52,$47.98,48.495, 48.52, 48.4075
6/5/2018,$48.3275,86142280,$48.2662,$48.485,$48.09,48.3275, 48.485, 48.2662
6/4/2018,$47.9575,104762480,$47.9087,$48.355,$47.8375,47.9575, 48.355, 47.9087
6/1/2018,$47.56,93510760,$46.9978,$47.565,$46.9375,47.56, 47.565, 46.9978
05/31/2018,$46.7175,109874800,$46.805,$47.0575,$46.535,46.7175, 47.0575, 46.805
05/30/2018,$46.875,74013640,$46.93,$47,$46.695,46.875, 47, 46.93
05/29/2018,$46.975,89636440,$46.9,$47.1875,$46.7175,46.975, 47.1875, 46.9
05/25/2018,$47.145,68747040,$47.0575,$47.4125,$46.9125,47.145, 47.4125, 47.0575
05/24/2018,$47.0375,92517600,$47.1925,$47.21,$46.5525,47.0375, 47.21, 47.1925
05/23/2018,$47.09,79866360,$46.5875,$47.125,$46.44,47.09, 47.125, 46.5875
05/22/2018,$46.79,60913080,$47.0938,$47.22,$46.695,46.79, 47.22, 47.0938
05/21/2018,$46.9075,73532320,$47,$47.3175,$46.7276,46.9075, 47.3175, 47
05/18/2018,$46.5775,72332320,$46.7975,$46.9526,$46.5325,46.5775, 46.9526, 46.7975
05/17/2018,$46.7475,68057960,$47,$47.2275,$46.59,46.7475, 47.2275, 47
05/16/2018,$47.045,76186400,$46.5175,$47.115,$46.5,47.045, 47.115, 46.5175
05/15/2018,$46.61,94556280,$46.695,$46.7675,$46.275,46.61, 46.7675, 46.695
05/14/2018,$47.0375,81572280,$47.2525,$47.3825,$46.965,47.0375, 47.3825, 47.2525
5/11/2018,$47.1475,104671800,$47.3725,$47.515,$46.8625,47.1475, 47.515, 47.3725
5/10/2018,$47.51,111769720,$46.935,$47.5925,$46.9125,47.51, 47.5925, 46.935
5/9/2018,$46.84,92565040,$46.6375,$46.85,$46.305,46.84, 46.85, 46.6375
5/8/2018,$46.5125,112212920,$46.2475,$46.555,$45.9162,46.5125, 46.555, 46.2475
5/7/2018,$46.29,170230120,$46.295,$46.9175,$46.1875,46.29, 46.9175, 46.295
5/4/2018,$45.9575,224548920,$44.5625,$46.0625,$44.5425,45.9575, 46.0625, 44.5625
5/3/2018,$44.2225,135776440,$43.97,$44.375,$43.6103,44.2225, 44.375, 43.97
5/2/2018,$44.1425,265818880,$43.8062,$44.4375,$43.45,44.1425, 44.4375, 43.8062
5/1/2018,$42.275,208915640,$41.6025,$42.3,$41.3175,42.275, 42.3, 41.6025
04/30/2018,$41.315,167906000,$40.5325,$41.815,$40.46,41.315, 41.815, 40.5325
04/27/2018,$40.58,142468920,$41,$41.0825,$40.1575,40.58, 41.0825, 41
04/26/2018,$41.055,111401480,$41.03,$41.4325,$40.8425,41.055, 41.4325, 41.03
04/25/2018,$40.9125,113326160,$40.655,$41.355,$40.6025,40.9125, 41.355, 40.655
04/24/2018,$40.735,134699840,$41.4175,$41.5825,$40.305,40.735, 41.5825, 41.4175
04/23/2018,$41.31,145586360,$41.7088,$41.73,$41.0225,41.31, 41.73, 41.7088
04/20/2018,$41.43,261083800,$42.6488,$42.8046,$41.3575,41.43, 42.8046, 42.6488
04/19/2018,$43.2,138773120,$43.7375,$43.8475,$43.165,43.2, 43.8475, 43.7375
04/18/2018,$44.46,82178400,$44.4525,$44.705,$44.22,44.46, 44.705, 44.4525
04/17/2018,$44.56,106300040,$44.1225,$44.7341,$44.1025,44.56, 44.7341, 44.1225
04/16/2018,$43.955,86245280,$43.7575,$44.0475,$43.7075,43.955, 44.0475, 43.7575
04/13/2018,$43.6825,100402040,$43.695,$43.96,$43.4625,43.6825, 43.96, 43.695
4/12/2018,$43.535,91435360,$43.3525,$43.75,$43.26,43.535, 43.75, 43.3525
4/11/2018,$43.11,89604160,$43.0575,$43.4808,$42.925,43.11, 43.4808, 43.0575
4/10/2018,$43.3125,114268440,$43.25,$43.5,$42.8825,43.3125, 43.5, 43.25
4/9/2018,$42.5125,115904800,$42.47,$43.2725,$42.4613,42.5125, 43.2725, 42.47
4/6/2018,$42.095,139798760,$42.7425,$43.12,$42.05,42.095, 43.12, 42.7425
4/5/2018,$43.2,107001040,$43.145,$43.5576,$43.02,43.2, 43.5576, 43.145
4/4/2018,$42.9025,138327400,$41.22,$43.0025,$41.1925,42.9025, 43.0025, 41.22
4/3/2018,$42.0975,120950560,$41.91,$42.1864,$41.22,42.0975, 42.1864, 41.91
4/2/2018,$41.67,149702560,$41.97,$42.235,$41.1175,41.67, 42.235, 41.97
03/29/2018,$41.945,152465160,$41.9513,$42.9375,$41.725,41.945, 42.9375, 41.9513
03/28/2018,$41.62,165859520,$41.8125,$42.505,$41.2975,41.62, 42.505, 41.8125
03/27/2018,$42.085,159296800,$43.42,$43.7875,$41.73,42.085, 43.7875, 43.42
03/26/2018,$43.1925,147114240,$42.0175,$43.275,$41.61,43.1925, 43.275, 42.0175
03/23/2018,$41.235,163938160,$42.0975,$42.48,$41.235,41.235, 42.48, 42.0975
03/22/2018,$42.2125,165343920,$42.5,$43.17,$42.15,42.2125, 43.17, 42.5
03/21/2018,$42.8175,145551520,$43.76,$43.7725,$42.815,42.8175, 43.7725, 43.76
03/20/2018,$43.81,78482080,$43.81,$44.2,$43.735,43.81, 44.2, 43.81
03/19/2018,$43.825,131724440,$44.33,$44.3675,$43.415,43.825, 44.3675, 44.33
03/16/2018,$44.505,153253320,$44.6625,$44.78,$44.405,44.505, 44.78, 44.6625
03/15/2018,$44.6625,90706080,$44.625,$45.06,$44.5175,44.6625, 45.06, 44.625
03/14/2018,$44.61,117338520,$45.08,$45.13,$44.4525,44.61, 45.13, 45.08
03/13/2018,$44.9925,125856680,$45.6475,$45.875,$44.81,44.9925, 45.875, 45.6475
3/12/2018,$45.43,128764280,$45.0725,$45.5975,$45.0525,45.43, 45.5975, 45.0725
3/9/2018,$44.995,128521440,$44.49,$45,$44.3475,44.995, 45, 44.49
3/8/2018,$44.235,98075400,$43.87,$44.28,$43.7675,44.235, 44.28, 43.87
3/7/2018,$43.7575,126745800,$43.735,$43.9625,$43.5675,43.7575, 43.9625, 43.735
3/6/2018,$44.1675,93092640,$44.4775,$44.5625,$44.0325,44.1675, 44.5625, 44.4775
3/5/2018,$44.205,111300560,$43.8025,$44.435,$43.63,44.205, 44.435, 43.8025
